date,death,case,city,PM2.5,PM10,SO2,NO2,O3.24h,O3.8h,CO,t,h,v,w,p
2020/3/4,0,11,南昌,31,35,5,20,67,59,0.73,10.1,79,1,1,1020
2020/3/5,0,8,南昌,56,74,8,27,79,67,0.76,11.6,73,1.1,1,1018
2020/3/6,0,7,南昌,43,58,5,22,107,78,0.51,11.3,97,0.4,1,1011
2020/3/7,0,6,南昌,27,32,9,30,53,8,0.6,13.2,95,0.9,1,1009
2020/3/8,0,5,南昌,17,25,5,24,59,45,0.67,14.1,98,0.3,1,1003
2020/3/9,0,3,南昌,18,28,4,26,45,13,0.71,14.2,91,2.1,2,1005
2020/3/10,0,1,南昌,18,24,4,16,94,83,0.69,13.5,67,1.4,1,1015
2020/3/21,0,1,南昌,42,130,16,59,149,72,0.77,22.8,79,1.1,1,1004
2020/3/22,0,1,南昌,27,63,11,36,88,55,0.61,20.4,91,0.8,1,1007
2020/3/23,0,1,南昌,17,30,6,22,90,70,0.54,18.4,82,1.1,1,1011
2020/3/24,0,1,南昌,47,98,9,27,79,42,0.77,17.6,79,0.4,1,1010
2020/3/25,0,1,南昌,39,85,16,41,62,32,0.8,21.3,85,0.9,1,1006
2020/3/26,0,1,南昌,41,81,12,49,90,23,0.76,21.6,88,1.5,1,1005
2020/3/27,0,1,南昌,27,44,11,35,91,60,0.5,13.5,89,3,2,1010
2020/3/28,0,2,南昌,14,22,4,16,72,54,0.43,7.9,81,2.4,2,1018
2020/3/29,0,1,南昌,12,16,4,14,80,62,0.29,7.4,93,1,1,1014
2020/3/30,0,1,南昌,10,12,3,17,55,46,0.27,9.6,80,1,1,1014
2020/3/31,0,1,南昌,21,26,5,20,74,63,0.43,9.7,91,0.5,1,1013
2020/4/1,0,1,南昌,28,38,5,32,57,24,0.51,12.3,82,0.6,1,1015
2020/4/2,0,1,南昌,29,43,7,31,89,54,0.56,13.4,87,1,1,1015
2020/4/3,0,1,南昌,37,57,9,36,74,25,0.64,12.9,89,0.5,1,1017
2020/4/4,0,1,南昌,50,84,9,49,66,32,0.74,15,74,0.6,1,1018
2020/4/5,0,1,南昌,55,86,7,43,159,98,0.67,14.7,69,0.8,1,1018
2020/4/6,0,1,南昌,61,97,11,39,143,88,0.62,15.5,63,0.8,1,1014
2020/4/7,0,1,南昌,54,89,11,38,142,67,0.55,16.7,62,0.8,1,1013
2020/4/8,0,1,南昌,46,103,13,58,159,80,0.64,18.6,46,0.8,1,1012
2020/1/23,0,5,温州,58,82,8,26,115,77,0.95,13.1,92,0.9,1,1017
2020/1/24,0,9,温州,42,59,6,18,77,66,1,12.2,96,0.8,1,1020
2020/1/25,0,17,温州,14,17,6,11,72,60,0.7,11.9,88,1.3,1,1018
2020/1/26,0,31,温州,12,17,6,8,71,54,0.67,11.2,89,1.8,2,1012
2020/1/27,0,59,温州,3,5,6,7,55,50,0.55,11.1,60,2.9,2,1014
2020/1/28,0,111,温州,3,5,6,5,78,64,0.47,9.7,61,1.3,1,1017
2020/1/29,0,169,温州,6,9,6,5,78,63,0.53,9,49,1.9,2,1019
2020/1/30,0,220,温州,15,20,6,6,89,77,0.53,8.9,48,1.4,1,1019
2020/1/31,0,233,温州,38,49,8,11,103,81,0.63,7.9,62,1.9,2,1021
2020/2/1,0,255,温州,55,68,8,11,117,101,0.7,7.7,66,2,2,1023
2020/2/2,0,276,温州,46,57,8,9,127,98,0.6,10,69,1.4,1,1022
2020/2/3,0,323,温州,18,24,7,8,110,85,0.4,9.8,84,0.4,1,1022
2020/2/4,0,336,温州,22,31,7,10,84,63,0.43,9.2,91,1,1,1021
2020/2/5,0,368,温州,22,27,6,7,85,60,0.47,10.9,67,2,2,1023
2020/2/6,0,385,温州,21,29,5,5,131,119,0.43,8.6,84,1.1,1,1023
2020/2/7,0,389,温州,16,22,5,4,98,68,0.38,10.3,79,1.6,2,1022
2020/2/8,0,378,温州,4,6,5,3,84,72,0.3,9.8,69,1.3,1,1026
2020/2/9,0,386,温州,8,10,5,3,83,78,0.4,9,64,2,2,1026
2020/2/10,0,375,温州,25,33,5,4,102,88,0.47,9.7,72,1.1,1,1023
2020/2/11,0,374,温州,35,47,6,6,124,116,0.47,13,78,1,1,1019
2020/2/12,0,370,温州,34,49,5,7,100,80,0.5,14.4,93,0.9,1,1014
2020/2/13,0,356,温州,33,46,5,10,90,56,0.57,14.6,98,0.5,1,1013
2020/2/14,0,340,温州,16,23,5,7,76,43,0.63,15.1,95,0.8,1,1013
2020/2/15,0,333,温州,11,14,5,8,54,41,0.65,14.4,97,1.1,1,1013
2020/2/16,0,321,温州,8,11,5,7,57,39,0.65,6.9,60,2,2,1021
2020/2/17,0,310,温州,3,6,5,4,76,71,0.47,8,42,2.1,2,1026
2020/2/18,0,296,温州,9,20,7,4,99,83,0.4,6.9,54,1.8,2,1027
2020/2/19,0,276,温州,14,29,7,8,102,100,0.38,8,68,0.9,1,1024
2020/2/20,1,258,温州,16,27,6,9,106,83,0.4,11.8,68,1.9,2,1026
2020/2/21,0,235,温州,15,25,6,10,113,94,0.43,13.6,64,1.3,1,1025
2020/2/22,0,223,温州,16,24,6,11,112,71,0.4,13.9,69,1.3,1,1027
2020/2/23,0,211,温州,40,60,6,13,136,129,0.53,13.3,63,1.1,1,1026
2020/2/24,0,197,温州,57,108,7,12,155,130,0.63,14.9,76,1.5,1,1018
2020/2/25,0,186,温州,46,88,6,17,122,84,0.7,19.3,77,1.3,1,1013
2020/2/26,0,149,温州,33,62,6,22,118,62,0.7,14.1,89,1.3,1,1018
2020/2/27,0,119,温州,40,71,5,16,80,62,0.6,12.8,75,1.6,2,1022
2020/2/28,0,98,温州,19,38,6,11,113,106,0.4,15.1,77,0.8,1,1015
2020/2/29,0,71,温州,32,59,6,19,107,75,0.53,14.1,94,1,1,1012
2020/3/1,0,56,温州,36,60,5,22,90,57,0.55,13.3,94,1,1,1014
2020/3/2,0,47,温州,13,19,5,22,56,34,0.77,11.8,68,2.1,2,1020
2020/3/3,0,37,温州,11,18,6,13,94,89,0.5,11.2,80,0.4,1,1019
2020/3/4,0,25,温州,25,44,6,19,90,64,0.68,9.8,89,1.9,2,1021
2020/3/5,0,21,温州,16,22,5,16,77,62,0.65,9.7,67,1.4,1,1023
2020/3/6,0,16,温州,20,34,6,12,122,109,0.38,10.1,82,0.1,0,1016
2020/3/7,0,15,温州,28,42,6,28,105,57,0.38,14.1,85,0.9,1,1011
2020/3/8,0,11,温州,27,35,6,29,104,79,0.55,12.4,96,0.5,1,1012
2020/3/9,0,10,温州,28,38,6,38,77,20,0.6,15.4,96,0.6,1,1003
2020/3/10,0,4,温州,21,30,6,46,51,6,0.8,15.5,70,2.3,2,1012
2020/3/11,0,2,温州,7,16,6,27,84,38,0.57,12.6,75,1.3,1,1019
2020/3/12,0,2,温州,30,56,7,30,137,105,0.63,11,95,1,1,1016
2020/3/13,0,2,温州,30,48,6,39,70,26,0.7,14.7,93,1.5,1,1015
2020/3/14,0,2,温州,18,28,6,30,94,53,0.63,12.6,80,1.5,1,1018
2020/3/15,0,2,温州,18,39,6,23,114,88,0.47,13.2,74,1.4,1,1017
2020/1/23,0,6,杭州,61,85,5,32,36,26,1.26,8.2,95,1.4,1,1019
2020/1/24,0,12,杭州,18,24,5,25,79,45,1.07,7.8,94,1.9,2,1023
2020/1/25,0,27,杭州,33,45,5,15,88,83,0.72,6.6,93,2.1,2,1022
2020/1/26,0,27,杭州,24,32,5,11,82,60,0.64,6.5,95,2.8,2,1017
2020/1/27,0,32,杭州,6,8,5,10,74,69,0.59,5.3,83,2.1,2,1017
2020/1/28,0,51,杭州,9,12,5,10,72,50,0.83,5.4,71,2,2,1019
2020/1/29,0,69,杭州,31,36,4,10,72,65,0.96,6.8,53,2,2,1020
2020/1/30,0,85,杭州,46,55,5,10,101,78,0.74,6.8,56,3,2,1019
2020/1/31,0,98,杭州,72,86,7,12,107,98,0.91,6,56,1.4,1,1022
2020/2/1,0,108,杭州,72,87,6,17,119,86,0.91,7,51,1,1,1022
2020/2/2,0,116,杭州,34,43,6,17,104,88,0.67,8.5,64,0.4,1,1021
2020/2/3,0,126,杭州,29,40,6,19,93,64,0.61,9.2,72,1.8,2,1023
2020/2/4,0,134,杭州,47,62,6,15,122,111,0.68,8.4,80,1.1,1,1021
2020/2/5,0,136,杭州,34,49,6,14,95,58,0.64,8.3,72,2.3,2,1025
2020/2/6,0,140,杭州,27,41,6,12,120,96,0.57,6.3,82,3.1,2,1024
2020/2/7,0,140,杭州,15,24,5,7,86,73,0.47,5.8,93,0.9,1,1025
2020/2/8,0,136,杭州,13,16,5,9,80,63,0.59,6.8,86,1.1,1,1027
2020/2/9,0,114,杭州,31,40,6,11,79,59,0.78,8.2,73,1,1,1026
2020/2/10,0,110,杭州,36,45,6,12,93,58,0.79,9.4,73,1.4,1,1021
2020/2/11,0,108,杭州,26,34,5,14,89,53,0.7,9.7,92,0.9,1,1017
2020/2/12,0,100,杭州,27,34,5,14,67,32,0.63,12.1,91,0.4,1,1014
2020/2/13,0,96,杭州,26,33,5,16,46,26,0.7,13.9,94,0.4,1,1012
2020/2/14,0,93,杭州,22,30,5,17,49,21,0.74,14.8,94,0.6,1,1011
2020/2/15,0,90,杭州,15,21,5,15,51,35,0.68,8.9,91,4.4,3,1017
2020/2/16,0,87,杭州,6,9,5,13,54,44,0.72,3.5,52,2.9,2,1025
2020/2/17,0,74,杭州,15,28,5,8,87,82,0.53,5.9,36,1.9,2,1027
2020/2/18,0,70,杭州,17,31,6,9,102,91,0.51,6.5,43,1,1,1027
2020/2/19,0,61,杭州,22,34,6,16,109,78,0.53,7.1,58,0.8,1,1023
2020/2/20,0,58,杭州,32,46,6,27,84,53,0.58,10.8,62,1.5,1,1026
2020/2/21,0,48,杭州,31,45,6,26,123,87,0.54,11.4,73,1.3,1,1024
2020/2/22,0,46,杭州,23,35,5,22,92,68,0.51,12.9,56,1.3,1,1028
2020/2/23,0,38,杭州,33,69,6,21,123,89,0.54,11.6,62,1.3,1,1023
2020/2/24,0,33,杭州,59,121,6,25,141,82,0.65,17.8,60,1.8,2,1014
2020/2/25,0,30,杭州,39,72,6,32,133,65,0.65,19.7,65,2.8,2,1012
2020/2/26,0,24,杭州,52,75,6,29,136,60,0.74,11.2,85,3,2,1020
2020/2/27,0,18,杭州,28,42,5,22,65,56,0.57,9.8,75,1.9,2,1022
2020/2/28,0,10,杭州,30,60,5,20,91,76,0.66,11.1,83,1.3,1,1014
2020/2/29,0,5,杭州,32,59,5,29,53,36,0.72,10.2,90,1.1,1,1013
2020/3/1,0,4,杭州,18,27,5,31,34,23,0.9,10.4,85,2.5,2,1016
2020/3/2,0,-1,杭州,20,28,5,25,61,44,0.77,9.2,72,2.1,2,1021
2020/3/3,0,11,杭州,24,38,5,20,94,84,0.8,8.6,87,0.6,1,1020
2020/3/4,0,7,杭州,32,52,5,38,78,19,0.73,9.3,79,1.1,1,1023
2020/3/5,0,6,杭州,38,61,6,47,77,41,0.78,8.7,52,1.4,1,1023
2020/3/6,0,6,杭州,26,46,7,30,123,86,0.62,9.2,75,0.8,1,1014
2020/3/7,0,-6,杭州,37,59,6,47,85,20,0.72,13.2,80,0.8,1,1011
2020/3/8,0,3,杭州,35,48,5,44,79,33,0.83,12.8,82,1.9,2,1009
2020/3/9,0,3,杭州,30,50,5,36,82,42,0.66,13.3,86,2.8,2,1004
2020/3/10,0,2,杭州,10,16,4,26,59,52,0.64,11.2,75,2.4,2,1015
2020/3/11,0,2,杭州,19,31,4,25,88,53,0.73,11.9,66,1,1,1017
2020/3/12,0,2,杭州,43,75,6,39,116,90,0.91,12.6,74,1.3,1,1014
2020/3/13,0,2,杭州,40,69,6,44,82,40,0.75,12.9,83,2.1,2,1017
2020/3/14,0,3,杭州,44,70,6,39,75,56,0.79,11,67,1.5,1,1018
2020/3/15,0,1,杭州,17,40,5,30,96,45,0.55,14,48,1.4,1,1016
2020/3/16,0,2,杭州,23,63,6,43,123,59,0.54,14.1,53,1.5,1,1019
2020/3/17,0,2,杭州,26,65,6,40,133,70,0.51,17.6,53,1.6,2,1014
2020/3/18,0,2,杭州,28,68,6,46,141,76,0.56,18.9,55,1.6,2,1010
2020/3/19,0,2,杭州,41,79,6,46,147,82,0.71,17.9,51,2.3,2,1011
2020/1/25,0,1,南宁,34,46,11,17,56,26,0.83,10.1,94,2.9,2,1001
2020/1/26,0,5,南宁,9,17,6,9,35,32,0.93,9.6,79,3.1,2,1002
2020/1/27,0,5,南宁,7,11,6,8,64,55,0.87,9.6,66,3.6,3,1001
2020/1/28,0,7,南宁,18,18,6,8,64,51,0.74,9.6,61,3.8,3,1003
2020/1/29,0,15,南宁,27,28,7,8,67,60,0.64,11.5,53,2.8,2,1005
2020/1/30,0,16,南宁,40,43,7,14,77,46,0.71,13.3,46,2.3,2,1004
2020/1/31,0,16,南宁,47,54,7,20,111,74,0.77,14,50,1.9,2,1003
2020/2/1,0,16,南宁,58,68,9,21,120,100,0.79,14,61,1.6,2,1002
2020/2/2,0,22,南宁,83,90,10,23,90,52,0.89,15.7,72,2,2,1002
2020/2/3,0,27,南宁,122,141,10,29,68,42,1.13,11.7,92,3.1,2,1003
2020/2/4,0,28,南宁,40,51,6,15,43,33,1.03,10.9,90,2,2,1004
2020/2/5,0,30,南宁,7,14,6,13,50,37,0.9,11.4,93,1.5,1,1002
2020/2/6,0,31,南宁,12,17,6,15,34,20,0.91,13.8,99,1.6,2,1000
2020/2/7,0,30,南宁,13,18,6,23,18,5,1.1,13,92,2.1,2,1004
2020/2/8,0,33,南宁,7,11,6,13,35,29,0.94,11.1,89,2.6,2,1007
2020/2/9,0,35,南宁,8,13,6,10,32,28,0.87,11.2,79,2.9,2,1010
2020/2/10,0,33,南宁,8,14,6,9,37,30,0.69,13.5,81,0.9,1,1005
2020/2/11,0,35,南宁,25,30,7,17,62,33,0.8,16.9,89,1.6,2,1001
2020/2/12,0,35,南宁,53,61,7,18,63,54,0.87,19.5,91,1.9,2,999
2020/2/13,0,37,南宁,36,50,6,15,59,50,0.79,20.6,92,2.8,2,995
2020/2/14,0,38,南宁,19,28,6,14,64,54,0.71,21.9,90,1.5,1,991
2020/2/15,0,39,南宁,20,30,6,14,64,42,0.67,20.5,82,3.3,2,994
2020/2/16,0,37,南宁,17,26,6,11,90,53,0.64,11.5,56,4.5,3,1007
2020/2/17,0,38,南宁,6,13,6,6,75,69,0.44,12.8,41,3.6,3,1010
2020/2/18,0,36,南宁,19,28,8,9,89,80,0.44,14.8,38,1.6,2,1008
2020/2/19,0,31,南宁,36,41,10,14,107,94,0.5,14.8,66,1.6,2,1005
2020/2/20,0,30,南宁,62,71,9,20,83,67,0.71,17,75,1.5,1,1005
2020/2/21,0,30,南宁,91,106,9,26,104,59,0.9,19.7,74,1.9,2,1008
2020/2/22,0,27,南宁,44,59,7,19,116,78,0.69,19.3,71,1.8,2,1008
2020/2/23,0,26,南宁,63,79,7,23,144,80,0.84,20.5,70,1.4,1,1005
2020/2/24,0,21,南宁,59,76,8,25,144,123,0.8,19.9,78,1.8,2,1001
2020/2/25,0,19,南宁,31,50,8,15,109,86,0.67,20.6,77,1.4,1,999
2020/2/26,0,13,南宁,29,47,7,16,97,68,0.7,21.4,79,1.5,1,1000
2020/2/27,0,11,南宁,31,48,8,23,104,64,0.73,22,81,1.6,2,1000
2020/2/28,0,9,南宁,31,46,8,22,100,74,0.7,20.7,87,1.3,1,999
2020/2/29,0,5,南宁,26,40,7,19,66,47,0.59,20.8,89,1.4,1,996
2020/3/1,0,3,南宁,23,38,7,21,59,44,0.63,21.6,88,1.1,1,996
2020/3/2,0,1,南宁,36,54,7,29,58,32,0.74,18.8,91,2.4,2,997
2020/3/3,0,1,南宁,44,60,8,28,28,17,0.9,19.5,90,2.4,2,998
2020/3/4,0,1,南宁,23,37,7,19,58,38,0.74,12.3,91,3,2,1002
2020/3/5,0,1,南宁,5,8,7,13,44,32,0.81,12.9,83,1.8,2,1002
2020/3/6,0,1,南宁,15,24,8,18,49,32,0.74,15.2,98,1,1,997
2020/3/7,0,1,南宁,18,25,7,27,29,12,0.94,21.6,88,2.6,2,993
2020/3/8,0,1,南宁,25,38,7,21,75,53,0.83,23.6,84,3.3,2,988
2020/3/9,0,1,南宁,23,40,6,16,93,68,0.63,24.4,76,2.6,2,988
2020/3/10,0,1,南宁,33,53,7,17,151,101,0.69,19.6,55,5,3,998
2020/3/11,0,1,南宁,18,30,8,15,108,96,0.76,17.5,69,2.4,2,998
2020/3/12,0,1,南宁,45,59,12,26,88,54,0.86,18,97,1.6,2,995
2020/3/13,0,1,南宁,37,52,7,33,31,7,1.03,21.2,88,3.4,3,997
2020/3/14,0,1,南宁,25,45,8,25,38,30,0.84,19.3,64,3.8,3,1002
2020/1/28,0,3,太原,81,95,18,26,97,63,1.04,1.4,62,2.3,2,928
2020/1/29,0,2,太原,98,112,22,28,99,78,1.08,0.2,58,1.1,1,929
2020/1/30,0,3,太原,75,89,20,32,98,70,1.02,-1.4,54,1.6,2,929
2020/1/31,0,3,太原,66,83,27,36,99,52,0.99,-0.7,53,1,1,928
2020/2/1,0,5,太原,69,89,35,41,103,74,1.08,-1.7,55,1.3,1,929
2020/2/2,0,5,太原,66,88,28,29,92,66,1.11,0.8,46,2.6,2,932
2020/2/3,0,5,太原,39,54,14,19,92,74,0.7,-1.9,45,1.6,2,930
2020/2/4,0,8,太原,40,63,39,31,96,51,0.89,-0.8,48,0.9,1,929
2020/2/5,0,8,太原,44,65,26,32,91,60,0.99,-2.5,56,1.1,1,931
2020/2/6,0,10,太原,70,93,18,26,77,48,1.13,-2.4,61,1.4,1,932
2020/2/7,0,11,太原,107,138,30,32,44,21,1.26,-0.2,69,0.8,1,933
2020/2/8,0,14,太原,164,201,38,43,95,49,1.69,0.1,62,1.6,2,936
2020/2/9,0,14,太原,162,186,40,43,105,55,1.58,4.6,36,3.5,3,932
2020/2/10,0,15,太原,109,129,41,36,104,64,1.34,2,40,0.9,1,926
2020/2/11,0,15,太原,50,70,31,39,112,63,1,2.1,41,0.6,1,924
2020/2/12,0,15,太原,62,85,33,45,119,62,1.08,3.8,42,0.9,1,921
2020/2/13,0,15,太原,88,115,34,47,137,76,1.16,5.7,47,1.1,1,917
2020/2/14,0,16,太原,86,111,32,48,119,74,1.27,2.8,30,3.5,3,927
2020/2/15,0,13,太原,20,65,7,10,89,66,0.44,-4.3,31,2.9,2,937
2020/2/16,0,13,太原,10,37,6,8,76,70,0.33,-2.6,29,2.5,2,935
2020/2/17,0,13,太原,13,31,9,12,85,73,0.39,-0.3,32,1.4,1,937
2020/2/18,0,11,太原,32,50,25,31,87,40,0.71,-0.4,37,1.4,1,931
2020/2/19,0,9,太原,46,70,37,50,87,40,0.91,1.5,37,0.8,1,929
2020/2/20,0,8,太原,56,96,26,54,103,45,1.04,1.1,48,1.9,2,933
2020/2/21,0,8,太原,80,137,31,48,75,57,1.11,3.5,40,4.5,3,934
2020/2/22,0,8,太原,29,83,13,27,91,61,0.56,1.3,31,1.4,1,935
2020/2/23,0,8,太原,27,62,19,34,98,38,0.61,5.7,37,1.1,1,926
2020/2/24,0,6,太原,74,131,42,61,120,47,1.09,3.8,67,0.6,1,922
2020/2/25,0,6,太原,104,162,33,73,25,5,1.66,4.5,74,0.6,1,926
2020/2/26,0,4,太原,145,186,12,58,90,33,1.56,3.4,72,2.5,2,931
2020/2/27,0,2,太原,108,142,13,44,66,42,1.43,2.2,90,0.9,1,931
2020/2/28,0,1,太原,71,82,7,39,35,8,1.25,4.9,82,1.6,2,925
2020/2/29,0,1,太原,156,178,24,50,88,38,1.7,6.3,70,1.6,2,923
2020/5/2,0,1,太原,60,145,21,82,191,101,0.93,26.1,23,2.4,2,913
2020/5/3,0,1,太原,67,157,23,79,258,107,0.86,26.8,32,4.1,3,913
2020/5/4,0,1,太原,100,216,22,60,231,169,0.91,15.1,73,5,3,921
2020/5/5,0,1,太原,26,59,5,22,114,49,0.7,16.7,72,1.1,1,921
2020/5/6,0,1,太原,27,46,6,40,152,84,0.69,19.7,52,2.5,2,919
2020/5/7,0,1,太原,44,98,12,44,176,143,0.83,15.3,92,1.8,2,918
2020/5/8,0,1,太原,60,74,5,30,110,58,0.91,16.9,76,2.1,2,919
2020/5/9,0,1,太原,27,34,5,20,148,114,0.76,14.1,73,1.9,2,920
2020/1/24,0,2,济南,159,207,20,46,86,54,1.83,3.4,60,1.8,2,1014
2020/1/25,0,3,济南,115,150,17,28,93,59,1.36,3.5,53,0.8,1,1012
2020/1/26,0,7,济南,71,93,27,31,94,64,1.14,2.2,57,1.9,2,1009
2020/1/27,0,10,济南,97,121,26,30,76,64,1.4,2.5,56,1.4,1,1004
2020/1/28,0,11,济南,64,79,15,19,90,70,0.92,2.3,59,1.3,1,1003
2020/1/29,0,14,济南,88,105,23,29,121,83,1.36,0.7,78,1.1,1,1005
2020/1/30,0,16,济南,126,146,17,28,103,72,1.57,1,55,1.3,1,1005
2020/1/31,0,18,济南,72,93,20,30,91,55,1.14,4.9,45,2,2,1003
2020/2/1,0,19,济南,69,85,19,24,133,102,1.02,5.1,50,1.1,1,1006
2020/2/2,0,22,济南,98,122,23,31,117,71,1.43,3.6,59,1.5,1,1007
2020/2/3,0,25,济南,78,98,20,26,102,74,1.23,3,36,1.9,2,1008
2020/2/4,0,29,济南,45,57,14,18,105,89,0.79,2.2,65,3,2,1006
2020/2/5,0,33,济南,67,92,14,20,89,50,0.93,-0.7,46,1.6,2,1012
2020/2/6,0,36,济南,23,38,14,16,71,57,0.7,-0.8,77,0.5,1,1012
2020/2/7,0,39,济南,61,76,14,24,51,31,0.99,2.7,71,1.5,1,1010
2020/2/8,0,39,济南,75,86,16,21,70,56,0.89,3.5,74,0.9,1,1011
2020/2/9,0,37,济南,83,96,12,23,89,57,0.95,8.1,55,2.3,2,1005
2020/2/10,0,39,济南,105,123,17,23,118,93,1.14,12.3,34,2.5,2,999
2020/2/11,0,40,济南,66,85,15,25,128,96,0.96,12,43,1.4,1,998
2020/2/12,0,40,济南,52,68,15,25,124,87,0.83,11.6,56,1.9,2,996
2020/2/13,0,36,济南,55,70,12,23,112,84,0.82,15.2,50,3.3,2,992
2020/2/14,0,36,济南,47,64,11,20,115,83,0.85,6.7,85,1.3,1,998
2020/2/15,0,36,济南,36,46,7,18,68,48,0.89,-3.1,74,1.1,1,1009
2020/2/16,0,36,济南,20,25,8,13,79,63,0.63,-1.8,46,1.1,1,1008
2020/2/17,0,34,济南,13,26,10,13,86,68,0.57,0.6,41,1.8,2,1010
2020/2/18,0,31,济南,14,25,12,19,88,56,0.64,7.4,26,3.6,3,1007
2020/2/19,0,30,济南,23,40,11,16,114,93,0.67,9.1,35,2,2,1004
2020/2/20,0,29,济南,34,50,13,24,116,72,0.74,9.1,44,1.9,2,1009
2020/2/21,0,25,济南,63,90,15,39,110,73,0.97,8.5,57,1.5,1,1007
2020/2/22,0,23,济南,95,150,13,36,108,72,1.09,5.8,28,1.9,2,1011
2020/2/23,0,23,济南,23,68,10,23,94,50,0.53,12.1,31,4.4,3,1002
2020/2/24,0,23,济南,42,104,10,20,130,117,0.65,10.5,77,1.3,1,996
2020/2/25,0,23,济南,72,117,8,44,109,19,1.13,5.6,96,1.8,2,1001
2020/2/26,0,22,济南,58,73,4,28,56,23,0.81,4.9,73,2.4,2,1009
2020/2/27,0,22,济南,51,88,9,32,84,66,0.83,3.8,55,0.5,1,1009
2020/2/28,0,21,济南,28,47,11,33,69,37,0.8,3.3,87,0.9,1,1000
2020/2/29,0,18,济南,46,53,8,32,80,69,0.88,5.1,84,0.8,1,999
2020/3/1,0,15,济南,65,76,7,23,69,41,0.87,5.3,78,1.5,1,1004
2020/3/2,0,15,济南,72,94,8,33,89,53,0.98,5.9,52,3.8,3,1005
2020/3/3,0,11,济南,48,76,11,32,102,86,0.92,6.1,40,2.8,2,1005
2020/3/4,0,9,济南,36,64,9,26,85,61,0.64,3,34,1.8,2,1010
2020/3/5,0,9,济南,20,40,10,31,97,56,0.57,5.8,40,2.5,2,1004
2020/3/6,0,7,济南,42,75,12,32,118,103,0.76,10.6,43,3.8,3,995
2020/3/7,0,7,济南,58,92,12,29,127,92,0.72,9.6,67,1.9,2,996
2020/3/8,0,3,济南,84,116,9,39,129,70,0.92,12.8,54,1.1,1,994
2020/3/9,0,3,济南,102,149,11,43,147,91,1.16,7.2,85,1.6,2,996
2020/3/10,0,2,济南,105,137,6,35,64,47,0.99,6.2,63,1.6,2,1000
2020/3/11,0,1,济南,41,78,8,30,96,47,0.81,11.9,34,4.4,3,996
2020/3/12,0,1,济南,42,118,11,30,127,106,0.7,13.9,40,4.4,3,996
2020/3/13,0,1,济南,43,122,11,24,123,71,0.69,7.8,31,2.3,2,1006
2020/3/14,0,1,济南,25,61,12,30,93,54,0.71,9.8,38,2.3,2,1000
2020/3/15,0,1,济南,40,93,12,29,97,61,0.76,12.1,28,1.5,1,999
2020/3/16,0,1,济南,28,89,17,39,98,55,0.79,13,33,3.4,3,999
2020/3/17,0,1,济南,30,85,12,30,117,96,0.71,15.7,34,1.9,2,996
2020/3/18,0,1,济南,44,98,12,39,113,68,0.82,19.9,19,4.8,3,988
2020/3/19,0,1,济南,41,185,15,26,145,113,0.68,12.8,18,2.4,2,995
2020/3/20,0,1,济南,11,72,7,19,104,73,0.44,18.6,23,4.3,3,988
2020/1/28,0,32,信阳,97,116,5,16,82,64,1.08,5,73,0.6,1,1011
2020/1/29,0,42,信阳,68,83,6,16,99,58,1,5.8,66,1,1,1012
2020/1/30,0,49,信阳,56,68,6,18,106,68,0.95,5.6,67,0.9,1,1012
2020/1/31,0,70,信阳,72,89,7,18,125,89,1.08,8,57,0.9,1,1010
2020/2/1,0,88,信阳,69,84,7,17,137,119,0.97,10.2,45,0.9,1,1010
2020/2/2,0,95,信阳,72,86,9,24,116,81,0.97,9.3,59,1.8,2,1012
2020/2/3,0,106,信阳,110,134,9,21,128,95,1.13,7.1,68,0.9,1,1014
2020/2/4,0,131,信阳,137,172,7,21,120,83,1.32,9.6,62,1.3,1,1010
2020/2/5,0,155,信阳,99,122,6,17,124,96,1.1,2.9,86,2.1,2,1014
2020/2/6,0,167,信阳,125,180,5,16,73,21,1.15,1.8,95,2.9,2,1015
2020/2/7,0,177,信阳,37,51,4,10,52,39,0.57,2.6,92,1.4,1,1017
2020/2/8,0,181,信阳,54,73,4,10,56,40,0.75,5.7,77,1,1,1019
2020/2/9,0,192,信阳,31,39,5,10,94,63,0.65,9.3,64,0.9,1,1016
2020/2/10,0,200,信阳,32,42,5,10,100,88,0.75,10.5,60,2.3,2,1008
2020/2/11,0,197,信阳,36,46,6,10,98,73,0.68,10.6,75,2.1,2,1005
2020/2/12,0,202,信阳,35,45,5,10,75,56,0.7,11.2,80,1.4,1,1004
2020/2/13,0,194,信阳,28,36,5,8,74,59,0.68,13.5,83,1.1,1,999
2020/2/14,1,191,信阳,29,36,7,14,70,48,0.92,11.8,86,2.4,2,1003
2020/2/15,1,195,信阳,60,83,6,16,68,53,1.08,0.9,91,2,2,1017
2020/2/16,0,186,信阳,21,32,4,10,68,52,0.53,3,55,0.9,1,1018
2020/2/17,0,180,信阳,17,27,5,8,94,72,0.5,6.2,49,1.1,1,1019
2020/2/18,0,182,信阳,17,28,5,8,101,78,0.47,8.8,43,1.6,2,1015
2020/2/19,0,173,信阳,19,28,5,7,106,92,0.5,11.7,35,1.1,1,1011
2020/2/20,0,134,信阳,30,39,8,10,112,94,0.65,12.1,48,1,1,1014
2020/2/21,0,123,信阳,34,46,7,12,122,92,0.6,12.2,58,1.4,1,1017
2020/2/22,0,101,信阳,49,76,5,12,109,81,0.7,11.8,61,1.6,2,1017
